symbol,channel,type,timestamp_received,timestamp_start,open,high,low,close,volume_base,volume_quote,price_change,price_change_pct,price_range,price_range_pct,candle_type,timeframe
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867073,2025-06-08 23:00:00,0.6695,0.6697,0.6681,0.6689,80730.726,53997.9486204,-0.0005999999999999339,-0.08961911874532247,0.0015999999999999348,0.23898431665420983,bearish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867076,2025-06-08 23:05:00,0.6689,0.6699,0.6679,0.6682,84740.253,56652.5212287,-0.0007000000000000339,-0.10464942442817071,0.0020000000000000018,0.29899835550904497,bearish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867078,2025-06-08 23:10:00,0.6682,0.6694,0.6676,0.6694,50166.063,33533.439729,0.0011999999999999789,0.17958695001496242,0.0018000000000000238,0.2693804250224519,bullish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867080,2025-06-08 23:15:00,0.6694,0.67,0.6687,0.6698,44179.524,29577.5261426,0.00039999999999995595,0.05975500448161875,0.0013000000000000789,0.19420376456529412,bullish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867083,2025-06-08 23:20:00,0.6698,0.6701,0.6676,0.6681,51799.413,34651.1372695,-0.0016999999999999238,-0.25380710659897343,0.0025000000000000577,0.37324574499851565,bearish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867085,2025-06-08 23:25:00,0.6681,0.6689,0.6679,0.6688,20034.57,13387.900412,0.0006999999999999229,0.10477473432119785,0.0010000000000000009,0.1496781918874421,bullish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867088,2025-06-08 23:30:00,0.6688,0.6696,0.6684,0.6691,33960.201,22725.677983,0.000300000000000078,0.0448564593301552,0.0011999999999999789,0.17942583732057102,bullish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867090,2025-06-08 23:35:00,0.6691,0.6696,0.6684,0.6687,13954.839,9335.2557997,-0.00040000000000006697,-0.05978179644299311,0.0011999999999999789,0.17934538932894617,bearish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867092,2025-06-08 23:40:00,0.6687,0.6693,0.6682,0.6691,12778.397,8546.7267608,0.00040000000000006697,0.05981755645282892,0.0010999999999999899,0.16449828024525048,bullish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867095,2025-06-08 23:45:00,0.6691,0.6699,0.669,0.6694,13615.021,9113.6058321,0.00029999999999996696,0.04483634733223239,0.0009000000000000119,0.1345090419967138,bullish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867098,2025-06-08 23:50:00,0.6694,0.6704,0.6689,0.6699,21433.315,14349.1040434,0.000500000000000056,0.07469375560204003,0.0014999999999999458,0.22408126680608692,bullish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867100,2025-06-08 23:55:00,0.6699,0.6704,0.6688,0.6702,12966.585,8684.1197737,0.00029999999999996696,0.04478280340348813,0.0016000000000000458,0.2388416181519698,bullish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867103,2025-06-09 00:00:00,0.6702,0.6718,0.6698,0.6717,18688.117,12535.3461757,0.0014999999999999458,0.22381378692926676,0.0020000000000000018,0.2984183825723667,bullish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867105,2025-06-09 00:05:00,0.6717,0.6719,0.6691,0.6701,27843.55,18674.2060827,-0.0015999999999999348,-0.23820157808544512,0.0028000000000000247,0.4168527616495496,bearish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867107,2025-06-09 00:10:00,0.6701,0.6709,0.6692,0.6696,62590.276,41939.8024916,-0.000500000000000056,-0.07461572899568064,0.0017000000000000348,0.25369347858529095,bearish,5m
ADAUSDT,candle5m,SPOT,2025-06-10 21:25:18.867110,2025-06-09 00:15:00,0.6696,0.6702,0.668,0.6682,69149.286,46258.1537282,-0.0013999999999999568,-0.20908004778971878,0.0021999999999999797,0.3285543608124223,bearish,5m
